Item Name,Brand Name,Device Condition,Material Recovery Rate,Device Type,Year of Manufacturing,Cost of Recovery,Gold (g),Silver (g),Copper (g),Palladium (g),Platinum (g),Recycling Score
OLED TV,Acer,Scrap,69.51499811523392,TV,2009,27.733435972871288,0.008574372382932889,0.11112774535117673,36.30865811945352,0.0025066155541582365,0.0003614098281550621,56.61232048576654
Rack Server,Cisco,Fair,72.5271996370046,Server,2015,43.91845876566607,0.19486287853518214,2.2683959109524956,367.3787688097173,0.055067957941149964,0.003578524852834064,67.62722606718309
MacBook Pro,Asus,Excellent,97.0,Laptop,2019,21.00266168600211,0.08955607779587357,0.8450686655272538,146.05749792385524,0.03237997509871726,0.0017496243583396548,78.8024710866793
OnePlus 9,OnePlus,Excellent,95.2300711105733,Smartphone,2024,7.750130755557503,0.03760769892674831,0.2685831156946861,17.907564677724803,0.014758501990810875,0.0010039271539298764,77.1171038103523
Laser Printer,Acer,Damaged,83.8750446716857,Printer,2012,24.027565216651546,0.00644771775960309,0.06657281813141758,39.09360160337159,0.002295639998544674,0.0003526134525473931,80.36429476352943
iPhone 11,OnePlus,Fair,77.0366940803438,Smartphone,2008,19.76700168196062,0.022062746429077476,0.17941787746498924,12.329897805241172,0.006879872487683034,0.0007134703545342988,63.58208403413896
Blade Server,Asus,Damaged,79.35108584521389,Server,2018,46.87190525423919,0.1294868466264711,1.9195295730279929,255.46681189985298,0.05396502133661218,0.003182830535527993,60.544613423929036
iPad,Asus,Excellent,91.27376292530707,Tablet,2016,13.502934742884221,0.047586065708075866,0.40499498588885,40.14455253510113,0.016099814832757693,0.0010133947030812433,66.39149223763815
OnePlus 9,Sony,Damaged,76.67836503948973,Smartphone,2021,17.184339710608224,0.022025885940210144,0.17033436931801055,11.69933915370944,0.007974579942924439,0.0006583665200773802,66.45313204348955
Mi Pad,Dell,Scrap,76.34651789319271,Tablet,2008,21.99095518596317,0.022789527571569466,0.1933391643964876,19.324365998312665,0.006945727491708088,0.00039899548327491555,65.17767638320232
Workstation,Panasonic,Fair,82.52458222803469,Desktop,2011,31.65094406957817,0.08975051167679628,1.0561426934085953,197.7833533443065,0.027062908156852302,0.002333219033973126,64.0561256243614
Office PC,Apple,Scrap,67.9633569770031,Desktop,2020,30.833122972254017,0.05253302415476578,0.6804255338817481,116.86619343083959,0.01912211494311094,0.0013898703234999533,59.472554044559836
iPhone 11,OnePlus,Damaged,71.52024345198153,Smartphone,2014,19.705806491330353,0.019131853910778384,0.13626695628132737,9.79927445045425,0.0063968458646133115,0.0006642800834443127,61.35714084847325
Smart TV,HP,Damaged,74.94879278774506,TV,2011,25.37880449732032,0.011309425652635569,0.18449977837982331,56.86478064509933,0.0035164307927905455,0.0006097977098800906,66.30926525784346
Mi Pad,Xiaomi,Excellent,88.22167823629798,Tablet,2011,11.324939010958158,0.043185592288443715,0.4073886336207352,39.08467379770988,0.013256680557329231,0.0009851755107877214,73.23492097379493
Mi Pad,Cisco,Damaged,75.46249157319471,Tablet,2016,14.620744962668931,0.031909970400088396,0.2880341495994784,25.39100526790193,0.009548762640490004,0.000595372367582253,66.14522226237459
iPad,HP,Scrap,71.85693434721463,Tablet,2020,19.937769635730184,0.022752807918860567,0.21271101004561527,20.644836631078487,0.007213288197363935,0.0005211373146225651,68.82507732132487
Mi Pad,Asus,Scrap,78.07519783803947,Tablet,2024,18.911654420849548,0.024238419023342093,0.21311542131018693,20.419265690621987,0.007313627439793365,0.0005218759863114471,66.76613878032421
Inkjet Printer,Panasonic,Scrap,76.14874663050814,Printer,2020,21.233992193715416,0.004677378910452326,0.05604680827276928,29.56274879522412,0.0019964425240907445,0.0001896522714443219,62.50990631563544
Galaxy Tab,OnePlus,Excellent,95.85892921816368,Tablet,2012,16.479542057273413,0.0462857409903022,0.417456411540675,34.74192899158578,0.015180402633853542,0.0009040987826479943,76.82623139480349
Rack Server,Acer,Scrap,77.10595392989978,Server,2025,50.48838233847333,0.09826120023380965,1.311930534373679,200.33509163359776,0.042806986966045416,0.0026536369880179474,43.80881299382091
Smart TV,Cisco,Excellent,92.84539425349374,TV,2020,18.78602392042692,0.022964998250241075,0.3655446696997215,108.64439487046309,0.005846625715922926,0.0012611029066956474,73.96638324732282
Gaming PC,OnePlus,Good,88.9449335811024,Desktop,2014,29.27303110896738,0.11780004980758547,1.2274358464478117,216.92929181133664,0.0313923163518699,0.0027323019820238805,67.13631399832249
Galaxy Tab,Panasonic,Fair,80.79853321054654,Tablet,2024,10.88055834341353,0.04682920109580519,0.35388665932525754,39.754715861183236,0.01185825250832514,0.0007383019970069504,71.3305263364183
Enterprise Router,Sony,Fair,78.85295573286002,Router,2010,16.79296728987427,0.011375605124210942,0.17049331565958661,45.626965056405695,0.007720338354890459,0.0010323932294297427,61.39142091657281
HP Pavilion,LG,Excellent,87.30065808359693,Laptop,2019,18.981681655258107,0.09487703635388087,0.9776427335560628,137.98909482619413,0.030402135681562654,0.0021914448017357245,77.39084095959305
Galaxy Tab,Xiaomi,Damaged,77.90445097857516,Tablet,2021,15.699222761591818,0.030643511192530636,0.280565794830215,28.98774718392672,0.011023850710189447,0.000703781072670731,73.4278647635399
Galaxy Tab,Apple,Fair,78.7992973944204,Tablet,2009,17.370926656018867,0.03886169959527315,0.32857068444401416,30.035998202133595,0.010943482420673604,0.0006743708894844484,67.62367025796655
iPad,Acer,Good,90.24648693673669,Tablet,2020,13.429517625576882,0.04404859016064092,0.4286107537675932,40.2796554644431,0.013243651396470369,0.000839932631421551,73.65504205266592
Office PC,Samsung,Excellent,90.52918507573277,Desktop,2025,23.319121417128088,0.1583804075199713,1.5893485709694195,272.17303044410363,0.04452945608317651,0.004144257489226274,75.3101572873103
Galaxy Tab,Intel,Damaged,80.72105117560605,Tablet,2024,14.464016450221555,0.03950737747068577,0.32677691501405653,31.792161260209184,0.010778503354861312,0.0007748225174916526,71.75189658714193
Laser Printer,Dell,Damaged,75.05003691310071,Printer,2012,24.30658389684767,0.005886078272572875,0.06569658353586331,43.02050631409556,0.0021756388577494393,0.0003260367521360275,60.33205725932728
Mi Pad,Cisco,Damaged,76.56178274002352,Tablet,2020,19.314159502786808,0.03426994093279416,0.272604149616744,26.922890072144178,0.008741685288477598,0.0007604685214044615,52.55709649223241
LED TV,Sony,Fair,79.10434341577916,TV,2012,20.91209155590953,0.01816717582141165,0.24115822661332442,78.3503238815318,0.004385623062079966,0.0008508778563377016,59.95923066069083
Gaming PC,HP,Damaged,66.50908190718933,Desktop,2012,36.11814419398819,0.06540684763150709,0.8717478752852535,151.12457590801216,0.020603835143468193,0.0018798344616645622,64.56384293451468
OnePlus 9,Panasonic,Good,90.81791325164042,Smartphone,2022,10.280098404793083,0.029826954667612898,0.25808496273032827,17.49806790890452,0.010911837913681726,0.0009090020284872413,63.86065573541584
Laser Printer,Cisco,Fair,84.07674903540476,Printer,2008,21.223236869092403,0.008908089096422631,0.09486839010429657,53.31946856938515,0.0028587459071544546,0.00037482642379674757,69.59280238699523
HP Pavilion,Samsung,Damaged,78.51147506190085,Laptop,2011,25.521293583309117,0.050661351832994646,0.5471189142304145,87.82456852986459,0.019938293490423333,0.0011987948488276562,65.05999048822234
Inkjet Printer,Xiaomi,Excellent,87.75897585631566,Printer,2019,15.151741069185428,0.01068131949951659,0.11352203975698373,75.14200859519357,0.004080364683222716,0.0006143685940720478,66.41410793040895
OnePlus 9,HP,Good,87.35220428270424,Smartphone,2022,12.163986905500275,0.03600919298550717,0.24404948422583073,17.328510135199853,0.015207060933501477,0.0009740359165666408,70.75853459805874
Workstation,Sony,Scrap,79.85040240629591,Desktop,2021,33.294280804851134,0.06270658884263561,0.7376461782871773,133.55046266168983,0.024433786928654156,0.0013965278230918888,66.57470660238752
Rack Server,Dell,Fair,77.96462921171496,Server,2011,49.65087335459338,0.17717590485130694,2.5248762319937117,322.9333489020983,0.06552205525172695,0.004431430660738605,57.66942957156482
iPad,Nokia,Fair,86.60180015651538,Tablet,2025,14.534754269769817,0.038732463648748584,0.3418863390148986,35.90506472525933,0.01404333416170332,0.0006808651886854181,66.78808806711098
OnePlus 9,Asus,Damaged,73.13769258224727,Smartphone,2015,19.71537092936389,0.019575583611088642,0.15404065175310344,11.145257129408805,0.008090929029778919,0.0005546379645055813,60.03034457168962
Lenovo ThinkPad,HP,Fair,83.89947031154124,Laptop,2015,25.82614080320592,0.0757855481674855,0.8554958738705529,118.40746694733045,0.025987999433062212,0.0018252899318944174,66.16867980337169
Inkjet Printer,Sony,Good,91.05565186263544,Printer,2022,13.892896912847236,0.011437887178454504,0.1297540424392953,66.76875547446747,0.004278187462901425,0.00040978645631793893,84.20366361082775
iPhone 11,LG,Fair,87.76207069897067,Smartphone,2019,10.613295547999034,0.03087242565586127,0.22789443128834846,14.316919919451061,0.010813414526695452,0.0007944402057993241,75.84188251276557
Smart TV,Samsung,Fair,75.15136350645982,TV,2023,18.378625763712865,0.016887820047830203,0.28198756339720255,99.13430212520511,0.005946005465574167,0.0009275559391754216,67.9628297141517
Redmi Note,OnePlus,Excellent,84.696071427573,Smartphone,2010,12.657346992859214,0.02937320860688604,0.24372355208929122,15.817501201004493,0.011519197838562948,0.000892923046546776,67.82913638126276
Workstation,LG,Fair,86.02056324250228,Desktop,2020,27.00659220743821,0.1120777494720487,1.1609519532998345,230.24579868733966,0.03272094299159747,0.002296973791826779,67.69509196403334
Gaming PC,Apple,Good,88.78208297226205,Desktop,2022,32.53462762222469,0.10572053124068194,1.3162337722707917,254.85081413325497,0.03813818289249998,0.0031765981889450043,70.45213022794263
OnePlus 9,OnePlus,Damaged,73.4264117511985,Smartphone,2014,17.425639597886388,0.017196939753230802,0.14020993354968594,10.192225486546837,0.006468559533786484,0.0005746995119379646,55.42716500191441
Mi Pad,Panasonic,Good,83.86703555705868,Tablet,2013,16.01330133135928,0.046730869994834015,0.33665901363411244,35.39353067427273,0.011996691048655021,0.0008824373669012675,76.86901193793517
LED TV,Nokia,Excellent,85.42584826285112,TV,2012,23.455728674780257,0.019598924457602356,0.2777586045684056,90.12014210782533,0.0065161813894691585,0.0009974262723293457,69.6754935664548
Enterprise Router,Intel,Damaged,80.49032427472189,Router,2024,14.511017748964374,0.010120717502763846,0.14409002503559376,36.6544282563809,0.005806836517389567,0.000661642387724726,62.47088087711123
Blade Server,OnePlus,Scrap,77.43883867029199,Server,2023,47.76828716338358,0.08193045572795377,1.4393525767089383,194.2783460055494,0.04194684137389894,0.0026443180947554774,53.027183273863564
Lenovo ThinkPad,Lenovo,Excellent,91.38668354998453,Laptop,2013,25.068633159790103,0.08824678443687888,0.8238226054624251,125.21796015552225,0.022564417577365666,0.001839021232515799,72.07430318927689
iPhone 11,Asus,Good,93.81504590778317,Smartphone,2015,14.286796898121073,0.028424036349702756,0.23435324587303574,15.722412713447984,0.010146004437730685,0.0007469866220020583,80.34235805013319
Gaming PC,Apple,Good,79.66313761057211,Desktop,2015,26.66064480403379,0.1007781773236641,1.2709753725169972,233.39508867616027,0.03862322603330851,0.0030742270268786782,70.21759033144637
OLED TV,Xiaomi,Good,86.1365116801569,TV,2012,22.87730108709484,0.017462453611083537,0.2908325644591405,84.525320740646,0.004846947343051163,0.0007499912941257063,73.05898450489497
Smart TV,Cisco,Scrap,60.54738152431402,TV,2008,24.73962405471626,0.008821498255124145,0.09018157033549536,42.06446769871053,0.0022405424197155886,0.0003495265159053772,56.70115835176477
iPhone 11,HP,Good,94.00087749533482,Smartphone,2022,9.924795528441374,0.0332731335594602,0.2217535754331938,18.20021316208169,0.010910671444682425,0.001108785670039057,85.4010131128815
WiFi Router,Sony,Damaged,73.7824876835056,Router,2024,12.924630690613554,0.01200766809083077,0.14520635115906105,43.788548019897625,0.006808024906502307,0.0005801472263495762,70.07346341361873
Redmi Note,OnePlus,Excellent,88.43030356331721,Smartphone,2013,11.396021466815668,0.028873777962055473,0.21494929818870637,15.134332994441632,0.010266333722856433,0.001030982057743163,81.24621578730242
Gaming PC,OnePlus,Damaged,81.37971456706234,Desktop,2019,30.718910052720457,0.07282504216699166,0.8569505544206469,168.26105995757212,0.023478266085860903,0.001983366893383598,57.355802587689475
Enterprise Router,Apple,Damaged,81.11720189092894,Router,2019,13.997424492324107,0.009571627288497172,0.13909152698869967,36.78485072590953,0.007355808962448239,0.0006062001326425887,71.11329747110794
MacBook Pro,LG,Good,83.29690690913678,Laptop,2012,21.23959231692254,0.08786888985211813,0.8658375139951932,126.35619526395607,0.02626071312743569,0.0016155217010380206,68.48639752714492
WiFi Router,Xiaomi,Excellent,88.05907515847852,Router,2015,13.247791344698351,0.013174655134670036,0.18367094081362487,59.355622257828706,0.010951650081450144,0.000997005729448641,76.1901461042708
HP Pavilion,Intel,Excellent,92.44073467749739,Laptop,2017,21.618719381457964,0.10075222891146055,0.8750424016762899,130.07542582956947,0.029671779823790104,0.002143789857576262,77.20625105405398
Galaxy S21,Intel,Fair,82.89328889161584,Smartphone,2020,13.822472696229717,0.029302890962693003,0.2242091700328082,16.2987109956195,0.01008718037104641,0.0008054722378103878,66.92178925252978
Blade Server,OnePlus,Scrap,72.94883348737545,Server,2021,51.68695632866802,0.09729803178632059,1.3958214528579853,183.01082641931168,0.03600395461391084,0.002225001813088081,52.654283841974014
Blade Server,Cisco,Damaged,73.68524014749975,Server,2016,51.49140018576121,0.12600971726501523,2.0584257990734063,279.6599878672674,0.05064255431646715,0.0037172603254128373,53.56840785054878
Blade Server,Lenovo,Good,84.91771817292313,Server,2015,42.73765644946534,0.20781362199014697,3.0487073374176648,371.163847338286,0.06933258015369452,0.003904942860493574,64.44425748473697
Smart TV,Nokia,Fair,83.59360749256652,TV,2009,24.16955080419968,0.017503541415608028,0.21522460633893356,65.26582952150198,0.004183222059681609,0.0006813480413074719,74.36064314818205
Rack Server,Xiaomi,Fair,76.88075926456054,Server,2024,44.34934670739789,0.1953752338212138,2.4997616757291974,362.0757873957458,0.07037376565683479,0.0037658106249591726,51.8818433464352
iPad,OnePlus,Damaged,81.72639981711623,Tablet,2025,15.635032450563534,0.03343791637429786,0.27980436225718397,28.737883532319753,0.00820884389137226,0.0006864721288076919,75.7151565459354
OLED TV,Apple,Scrap,67.93290836928449,TV,2015,25.728161354013434,0.008874358696504943,0.10644921983205625,43.04703252806775,0.0027235889770543227,0.0004304431144349069,65.4489671994957
WiFi Router,Xiaomi,Fair,87.81940288831261,Router,2008,19.00046301889909,0.010442912269673813,0.12937310863750745,37.69122840210339,0.007491116963891484,0.0008770631712571471,65.7403927898131
Inkjet Printer,Lenovo,Excellent,88.88175930798512,Printer,2020,15.52856795220275,0.009374428818463246,0.12943672220432512,76.19844742986103,0.003799073795353162,0.0005757986197659039,78.58200112878635
LED TV,OnePlus,Damaged,76.37914174132038,TV,2010,26.426886558087965,0.009563763615465385,0.16862664147772835,55.95485779645052,0.0030907331806930456,0.0004851773173086586,60.05614373886584
iPhone 11,Nokia,Damaged,74.68633227819876,Smartphone,2019,15.355123487981768,0.021796778243110736,0.13491113867740542,11.483849062928279,0.008545853370540861,0.0005783599586428762,80.97278382023583
Inkjet Printer,Panasonic,Excellent,91.84697042665762,Printer,2019,12.215089982211621,0.01088221199754759,0.11912115768783899,70.18118280391164,0.004432523898116051,0.00045462754972185716,80.49950445879321
Mi Pad,Asus,Scrap,79.13188674411303,Tablet,2013,23.987735179604428,0.020371687948662127,0.19077523318218323,17.14698239462187,0.006652245472224674,0.0004099573285714913,57.84138284789499
Dell XPS,Nokia,Damaged,73.66574978722855,Laptop,2009,30.472431768146762,0.05032465583215844,0.524805526481616,74.9823715017129,0.018324738767891494,0.0012220261452075066,47.8939994456274
Gaming PC,Cisco,Scrap,65.84630546857508,Desktop,2009,38.741278676164825,0.05793668279086711,0.6529502485103688,105.84213926965714,0.017815168009766572,0.0010417818469959314,52.506280885342115
Gaming PC,Asus,Fair,84.27738429464537,Desktop,2017,27.260764670246807,0.09293474916255923,1.0941314607037413,201.59559819585377,0.033916469317261215,0.0021915120284545647,72.00332653621679
Lenovo ThinkPad,Apple,Excellent,87.51700024863734,Laptop,2011,24.359328194737653,0.08180146638378424,0.8368474793268068,127.7664572966268,0.02739312022811773,0.0016783192537427976,63.79527270915812
Laser Printer,Intel,Excellent,81.72734885816362,Printer,2010,12.975625994123408,0.009506983417164295,0.12008733446457454,67.3730231672704,0.003913240876030888,0.0005798355421189382,67.89142319725494
Laser Printer,Nokia,Damaged,72.9020513024769,Printer,2013,19.802302527041682,0.0056437095798175674,0.06682408611183711,41.22542770631701,0.0021038363584921006,0.00025573452152769833,73.85869032290702
Mi Pad,Xiaomi,Damaged,81.46435896730594,Tablet,2021,16.244228601594415,0.03838658428757739,0.26626705326281097,25.36138328451747,0.0101646863055369,0.0008134622889860941,67.54973017575811
Rack Server,Panasonic,Excellent,89.14680932981648,Server,2024,41.528550435027206,0.25285089549165346,3.0049774341290507,490.5959986893382,0.07179318551302619,0.0055148342275874295,70.62735459355757
Dell XPS,Nokia,Scrap,72.73060010555875,Laptop,2024,22.848356462636556,0.04479931969709478,0.4641060743892007,72.54118516803246,0.01686840230159705,0.0009580499686093242,65.32724031414928
Office PC,Panasonic,Damaged,76.6068512220214,Desktop,2024,27.373514474712444,0.08398390492625558,0.8193846972542214,182.2869134196291,0.02600248693688546,0.0017209767614149861,59.600648933532526
Enterprise Router,Nokia,Scrap,66.71189679880537,Router,2010,21.240247805991412,0.006351316394654657,0.08658866462110379,24.543374311781193,0.003795106205016955,0.0004188464888276616,52.36194124311297
Mi Pad,Panasonic,Fair,74.09785446117381,Tablet,2015,11.172861321137061,0.03472637209264383,0.3654544521680487,29.197325027722023,0.012079826693483516,0.0007114993582750542,76.37860485896552
Inkjet Printer,Cisco,Excellent,93.31529564003125,Printer,2024,13.286632369640946,0.00981456790389196,0.1382408008988772,82.77933040026363,0.0040844464331220645,0.0005469367108956794,73.71137771802856
Smart TV,Nokia,Fair,76.03187529104373,TV,2019,21.89334929834349,0.01637884687558744,0.23914103065708503,71.90684077993001,0.005343277815418825,0.0008203807342556834,61.01546460941021
Enterprise Router,Samsung,Excellent,89.22674990919376,Router,2018,12.562703162309832,0.016101158165537928,0.21991495946760387,57.56159044175383,0.012771692514591038,0.00093476052722295,75.08311607804579
Office PC,Lenovo,Scrap,70.3330131060123,Desktop,2017,38.01437133361276,0.05175967540749475,0.5947366341651085,108.39775468061465,0.01622644077042939,0.0014663100200173048,58.116229239937894
Gaming PC,Apple,Fair,81.2563322661859,Desktop,2018,28.158135279436433,0.07673999104832116,1.2186309152057622,210.70662897394502,0.028452003213557047,0.0027571188891352427,67.89305724063726
OLED TV,Lenovo,Good,85.49220314623511,TV,2014,20.709113745166,0.01885237710681533,0.26144816068533144,82.25335336062393,0.004856945292764056,0.0009608845749759083,67.273790711481
WiFi Router,Apple,Excellent,87.42838472136944,Router,2012,11.998490022832087,0.015336152799679093,0.18499425349424342,55.173421564724855,0.00904699821739615,0.0010130420357565583,73.76467692274474
Workstation,Xiaomi,Fair,89.34316250887191,Desktop,2008,33.72855906533697,0.07437600865503131,0.9894742489287484,176.89249308005694,0.03546398636893269,0.0019014356962777689,64.29263901368137
Redmi Note,Asus,Good,91.31364358104754,Smartphone,2017,13.105460219117983,0.03336476967640609,0.21233430201053627,14.755946844112868,0.010822602533614797,0.0009582030653389522,73.05274745810519
Galaxy S21,Acer,Fair,81.62566423962507,Smartphone,2020,10.700644635433992,0.03090749204860175,0.21721771204353704,14.539398550304304,0.01057842428692076,0.0009685871698441567,69.61784669760587
LED TV,Apple,Fair,89.23483119537663,TV,2020,15.385923403359104,0.014844381007056975,0.26142360638498263,71.41017462537093,0.005560733355606824,0.0007761286087958066,71.33719182640105
Laser Printer,Nokia,Damaged,81.47474941463561,Printer,2017,20.361369050421654,0.005455076659313909,0.08091855089896767,46.881908020996974,0.0019203350372157429,0.0003305643953525341,69.78632746537805
OLED TV,Dell,Fair,82.39733535907921,TV,2015,23.38324989848214,0.017159857152480758,0.26438754540784853,73.14672778703508,0.005478009224731177,0.0008412251472570565,59.88817217657152
Redmi Note,Apple,Fair,76.5332643682557,Smartphone,2009,14.64804314149409,0.022290684710763755,0.18005377565902284,14.302975909462907,0.00779603802952181,0.0007399950460233586,70.43584007252014
iPad,Samsung,Good,87.19007214362107,Tablet,2016,18.532695029312432,0.05236138006346957,0.41627297766181653,44.91588940732704,0.015371888734358078,0.0009633922972190101,75.59360359196297
OLED TV,Cisco,Good,96.98129563580868,TV,2025,16.856627142597663,0.020335941662118252,0.3226154368523287,103.120523059229,0.006848936720430309,0.0011027958308699663,67.64954098697925
Gaming PC,LG,Excellent,96.35921686500194,Desktop,2025,21.383503364204252,0.1385088145102833,1.5326067219092128,268.4140317515828,0.042516594716794046,0.0032822890492860213,79.99581461054254
iPad,Sony,Damaged,86.07024889561607,Tablet,2025,14.575777744202647,0.042927651912708704,0.3234815063276591,30.24471760147815,0.011644108687090147,0.0007671158308705616,76.41948924196129
Gaming PC,Sony,Excellent,89.44528642618545,Desktop,2023,28.04232905353376,0.14597997232824347,1.5673402073524532,297.0612966781077,0.0459700545395336,0.003024073671355314,77.3745639347726
Galaxy S21,Sony,Fair,84.3365124751787,Smartphone,2016,14.330822805460246,0.028336767787900657,0.21198562670703286,16.172910231496484,0.010594713899382076,0.0009169251063549677,71.00642374667623
OLED TV,Panasonic,Scrap,72.30915875781126,TV,2009,24.71767123746811,0.007198245015837822,0.12599980218952384,37.3032547215571,0.0020336356023465084,0.0003762456687051641,55.40884116838591
iPhone 11,LG,Fair,80.56327826213187,Smartphone,2014,16.28661334886591,0.028295186629975724,0.2223972409290334,15.257512818161183,0.010892795678487544,0.0008162765900058676,64.66952954688678
Dell XPS,Intel,Good,89.19380113460421,Laptop,2023,22.21347929908919,0.08900761584168491,0.8763490385730399,160.01363892585832,0.029768286420541003,0.0023604241975096595,67.10773097053983
Inkjet Printer,Nokia,Fair,80.94697322391603,Printer,2024,13.021707739279158,0.00807709122729919,0.10573651712898911,57.97900139950385,0.0026378323571320805,0.0003667898615296959,73.81039216880895
Enterprise Router,Nokia,Fair,75.0189357599943,Router,2013,16.069079872461987,0.011520283221376037,0.15151189059297285,46.08919027098585,0.008269544789252462,0.0008078181917441598,67.92706388795519
Laser Printer,Sony,Excellent,97.0,Printer,2018,13.959754045456213,0.01050635654811836,0.14821027493005978,76.30516020409875,0.0038663797892718003,0.0004891732606677897,66.92880891574745
Redmi Note,Panasonic,Scrap,72.11595424204448,Smartphone,2017,19.968760334032883,0.014650559165905649,0.093854969558843,8.349609396024144,0.004347775501727372,0.0003780179011827453,62.623904125966064
HP Pavilion,Cisco,Damaged,75.05136215007734,Laptop,2017,27.269545620806255,0.05365976049547624,0.6053387560268076,90.20340680315994,0.021914896188560504,0.0014391640340562309,63.78452947011289
Dell XPS,Cisco,Scrap,71.80759817624373,Laptop,2024,25.70167947738821,0.05202581186678127,0.49663558582928785,75.3463794596544,0.01750094572551328,0.0010437784332416105,59.72563439234554
Inkjet Printer,Cisco,Damaged,69.65910885258316,Printer,2011,23.733520363070703,0.006455155105298235,0.0742564843551177,44.14474589050658,0.0021960933739139953,0.0003235252692821478,64.67834768881094
Workstation,Asus,Scrap,80.43073968643668,Desktop,2018,33.85863783357604,0.05466636146395423,0.6358944828390984,113.68964048463867,0.0167661236293514,0.0013276548505974759,54.76899997190534
Enterprise Router,OnePlus,Scrap,76.98698593838196,Router,2015,19.80889678347315,0.005428695238816404,0.07419547890487765,22.5339308082868,0.004669619284910855,0.00037630028245664004,67.51964609556806
Enterprise Router,Lenovo,Excellent,81.44848325785529,Router,2008,15.921124967408556,0.013518420623317505,0.18211853348413773,46.64245522557545,0.0068682482562508,0.0008183477395417192,70.50127219714138
Inkjet Printer,Panasonic,Damaged,83.15677988837578,Printer,2020,19.23432175520555,0.0061364495072356055,0.08584987745071763,42.223864691361705,0.002006613034359905,0.00031740402569584636,66.38412711374437
iPad,Xiaomi,Fair,81.61554876266239,Tablet,2012,16.804265881509465,0.040331238621070735,0.40852197364290616,31.493568577396804,0.011904007623086724,0.0008444209043773592,67.6276031342182
LED TV,Xiaomi,Scrap,77.1316267594184,TV,2012,27.091047341150997,0.00870013420912385,0.13923319943232165,43.492684040397734,0.0031745258266445476,0.0003767511224177136,61.180547575257506
Inkjet Printer,Sony,Damaged,83.15052352313617,Printer,2018,18.1016876277566,0.007200631896626763,0.08636667287732769,50.437364295751514,0.0030285677850292866,0.0003355459959484773,67.29019139025904
Smart TV,Nokia,Excellent,86.94726266716691,TV,2019,17.05895856978711,0.019800178582131938,0.2886935727178418,95.78334147026176,0.0065141402888005025,0.001070074334776972,67.35192931143982
Galaxy Tab,HP,Good,87.67131891531659,Tablet,2022,14.371717968931714,0.05084484772915219,0.39691224830091126,40.14229244858113,0.014520436075816502,0.00111628792674385,74.98151956369632
Smart TV,Xiaomi,Fair,85.01490230183012,TV,2017,18.943380632783963,0.016187166289876685,0.24363848897062224,74.32998657651375,0.006139422782630565,0.0009347049535665946,67.38400590121418
Rack Server,LG,Good,88.44098670094343,Server,2025,41.452849960873614,0.21175553561148752,2.9529866713154815,414.07721911247563,0.07848033922416138,0.004749523249939137,67.06822194094275
Inkjet Printer,Asus,Scrap,68.91950428687724,Printer,2013,24.108394406552083,0.004684137692288819,0.0533184406787729,27.834997934704926,0.0017178921808704293,0.00019400553242729084,62.553772842428884
Inkjet Printer,Lenovo,Good,86.2662180702624,Printer,2009,20.18858600653088,0.007724719043672489,0.08867023232640374,57.03805533378406,0.0033690801567616735,0.00037941330449404033,65.95765789373196
Office PC,HP,Good,91.89993008346319,Desktop,2022,28.11925859317863,0.1321220076992698,1.5448800040889077,295.0976716248422,0.046611242092355905,0.002755756382121156,71.21913845759694
OLED TV,Acer,Excellent,86.74603652768025,TV,2008,21.75223177365116,0.01776609486597251,0.21850935056767298,72.11672622633276,0.004349061541523174,0.0008904747032857863,77.58679898900444
Mi Pad,Asus,Good,83.67768430093851,Tablet,2011,14.444043252187114,0.044874120057134426,0.32644826956253636,34.57505917609788,0.011421779512274159,0.0008662346856656299,80.42158165377089
Gaming PC,Apple,Fair,83.95059556733952,Desktop,2022,25.815820639800755,0.10260250610437897,1.151899082804793,217.92829395716277,0.039004120039853714,0.002786017603423911,65.1367968528216
Galaxy Tab,Dell,Excellent,84.56553644812762,Tablet,2016,12.27645269206896,0.050113463111909215,0.48814916863270236,45.771569588767925,0.014616099209545659,0.0011259567315335223,66.46682452791349
Mi Pad,Lenovo,Damaged,73.87001205468417,Tablet,2018,17.72789280500284,0.026919347267867065,0.25458229331716065,25.607897408543682,0.008340397433776504,0.0007021358520849639,71.96373237298666
LED TV,LG,Good,86.65082514413787,TV,2012,20.693777045827115,0.01807271122911872,0.26126471140592517,85.96634119391533,0.005109889190197021,0.0008072246076043656,74.23786654368041
Dell XPS,Lenovo,Excellent,92.51429158911141,Laptop,2019,19.847157021510164,0.09539505320977787,0.9087545542697302,147.63229624999656,0.028430295399844097,0.0021491397562602987,73.21680698191466
Inkjet Printer,Acer,Good,86.8725302227974,Printer,2018,17.492042129969207,0.009167274000597738,0.12406335593156204,61.65388128704914,0.0034279143280295955,0.0004992360083367388,78.27181499823094
Inkjet Printer,Nokia,Fair,78.23400738389063,Printer,2022,16.008737563738837,0.00704761957366757,0.0994965687398219,57.41200286846755,0.003038441133381488,0.000336038663442293,65.00455622960469
Dell XPS,Cisco,Good,94.22128607989025,Laptop,2022,20.299968535904195,0.08776465657938783,0.9448879035938234,139.82230562842201,0.034889926542875274,0.0019546151381981836,72.66798493447772
Blade Server,Acer,Scrap,63.46528476527864,Server,2019,46.386791362776016,0.0916074037921694,1.3875373880841144,193.39878420892217,0.032944643775652566,0.0022364120588713927,45.57079590036631
